clinic_id,month,total_visits,available_doctors,available_nurses,available_beds,power_availability_days,rainfall_mm,avg_temperature_c,source
NGA-011922,2021-04,66,1,3,11,24,39.6,30.8,synthetic_ng_v1
NGA-011922,2021-05,58,1,3,11,21,33.5,30.7,synthetic_ng_v1
NGA-011922,2021-06,63,1,3,11,30,127.4,30.8,synthetic_ng_v1
NGA-011922,2021-07,61,1,3,11,28,144.3,30.2,synthetic_ng_v1
NGA-011922,2021-08,62,1,3,11,22,76.9,29.8,synthetic_ng_v1
NGA-011922,2021-09,62,1,3,11,27,71.7,31.7,synthetic_ng_v1
NGA-011922,2021-10,50,1,3,11,22,42.3,27.0,synthetic_ng_v1
NGA-011922,2021-11,51,1,3,11,28,36.2,32.6,synthetic_ng_v1
NGA-011922,2021-12,45,1,3,11,22,72.5,29.3,synthetic_ng_v1
NGA-011922,2022-01,57,1,3,11,28,12.6,27.6,synthetic_ng_v1
NGA-011922,2022-02,51,1,3,11,27,22.7,30.2,synthetic_ng_v1
NGA-011922,2022-03,70,1,3,11,27,62.6,32.1,synthetic_ng_v1
NGA-011922,2022-04,64,1,3,11,29,5.4,29.6,synthetic_ng_v1
NGA-011922,2022-05,62,1,3,11,26,47.1,32.9,synthetic_ng_v1
NGA-011922,2022-06,69,1,3,11,25,89.3,26.7,synthetic_ng_v1
NGA-011922,2022-07,62,1,3,11,25,76.5,32.3,synthetic_ng_v1
NGA-011922,2022-08,64,1,3,11,29,127.0,28.1,synthetic_ng_v1
NGA-011922,2022-09,51,1,3,11,25,97.4,29.2,synthetic_ng_v1
NGA-011922,2022-10,49,1,3,11,20,27.6,30.3,synthetic_ng_v1
NGA-011922,2022-11,62,1,3,11,30,19.5,31.3,synthetic_ng_v1
NGA-011922,2022-12,54,1,3,11,23,20.5,28.3,synthetic_ng_v1
NGA-011922,2023-01,45,1,3,11,26,34.6,32.2,synthetic_ng_v1
NGA-011922,2023-02,59,1,3,11,22,38.5,27.7,synthetic_ng_v1
NGA-011922,2023-03,75,1,3,11,22,48.8,30.2,synthetic_ng_v1
NGA-011922,2023-04,66,1,3,11,27,24.3,30.8,synthetic_ng_v1
NGA-011922,2023-05,69,1,3,11,26,24.2,28.3,synthetic_ng_v1
NGA-011922,2023-06,73,1,3,11,24,73.8,27.6,synthetic_ng_v1
NGA-011922,2023-07,67,1,3,11,24,45.1,29.6,synthetic_ng_v1
NGA-011922,2023-08,50,1,3,11,30,59.4,31.2,synthetic_ng_v1
NGA-011922,2023-09,57,1,3,11,28,36.0,30.0,synthetic_ng_v1
NGA-011922,2023-10,37,1,3,11,25,53.7,26.8,synthetic_ng_v1
NGA-011922,2023-11,40,1,3,11,23,57.6,32.6,synthetic_ng_v1
NGA-011922,2023-12,60,1,3,11,26,34.5,32.5,synthetic_ng_v1
NGA-011922,2024-01,50,1,3,11,16,33.2,34.3,synthetic_ng_v1
NGA-011922,2024-02,67,1,3,11,19,18.2,31.7,synthetic_ng_v1
NGA-011922,2024-03,59,1,3,11,23,47.9,30.6,synthetic_ng_v1
NGA-011922,2024-04,73,1,3,11,27,46.6,29.2,synthetic_ng_v1
NGA-011922,2024-05,67,1,3,11,25,32.9,32.8,synthetic_ng_v1
NGA-011922,2024-06,72,1,3,11,21,35.4,28.8,synthetic_ng_v1
NGA-011922,2024-07,60,1,3,11,24,64.5,31.5,synthetic_ng_v1
NGA-011922,2024-08,56,1,3,11,23,30.9,26.4,synthetic_ng_v1
NGA-011922,2024-09,63,1,3,11,30,48.7,30.5,synthetic_ng_v1
NGA-011922,2024-10,52,1,3,11,26,37.3,30.2,synthetic_ng_v1
NGA-011922,2024-11,48,1,3,11,24,46.6,30.7,synthetic_ng_v1
NGA-011922,2024-12,40,1,3,11,25,42.1,25.6,synthetic_ng_v1
NGA-014829,2020-01,54,1,2,15,29,40.7,28.1,synthetic_ng_v1
NGA-014829,2020-02,66,1,2,15,20,36.7,30.9,synthetic_ng_v1
NGA-014829,2020-03,61,1,2,15,19,47.1,29.0,synthetic_ng_v1
NGA-014829,2020-04,61,1,2,15,22,34.4,27.8,synthetic_ng_v1
NGA-014829,2020-05,63,1,2,15,25,33.0,29.6,synthetic_ng_v1
NGA-014829,2020-06,68,1,2,15,23,84.1,30.5,synthetic_ng_v1
NGA-014829,2020-07,61,1,2,15,21,0.0,29.3,synthetic_ng_v1
NGA-014829,2020-08,50,1,2,15,26,53.0,31.1,synthetic_ng_v1
NGA-014829,2020-09,52,1,2,15,25,78.7,27.4,synthetic_ng_v1
NGA-014829,2020-10,44,1,2,15,23,23.9,26.6,synthetic_ng_v1
NGA-014829,2020-11,53,1,2,15,27,13.7,30.4,synthetic_ng_v1
NGA-014829,2020-12,49,1,2,15,26,14.5,29.7,synthetic_ng_v1
NGA-014829,2021-01,50,1,2,15,22,40.9,29.1,synthetic_ng_v1
NGA-014829,2021-02,64,1,2,15,21,45.2,31.4,synthetic_ng_v1
NGA-014829,2021-03,57,1,2,15,18,14.6,29.7,synthetic_ng_v1
NGA-014829,2021-04,63,1,2,15,26,15.5,28.7,synthetic_ng_v1
NGA-014829,2021-05,66,1,2,15,15,27.2,29.7,synthetic_ng_v1
NGA-014829,2021-06,66,1,2,15,23,4.6,28.6,synthetic_ng_v1
NGA-014829,2021-07,70,1,2,15,29,79.2,29.9,synthetic_ng_v1
NGA-014829,2021-08,54,1,2,15,23,72.2,29.8,synthetic_ng_v1
NGA-014829,2021-09,53,1,2,15,14,83.3,32.5,synthetic_ng_v1
NGA-014829,2021-10,42,1,2,15,25,58.3,30.8,synthetic_ng_v1
NGA-014829,2021-11,48,1,2,15,24,46.5,32.0,synthetic_ng_v1
NGA-014829,2021-12,54,1,2,15,19,42.6,27.9,synthetic_ng_v1
NGA-014829,2022-01,49,1,2,15,19,52.4,28.5,synthetic_ng_v1
NGA-014829,2022-02,58,1,2,15,29,39.0,27.7,synthetic_ng_v1
NGA-014829,2022-03,66,1,2,15,26,41.5,28.5,synthetic_ng_v1
NGA-014829,2022-04,61,1,2,15,23,10.8,28.6,synthetic_ng_v1
NGA-014829,2022-05,65,1,2,15,26,49.1,28.8,synthetic_ng_v1
NGA-014829,2022-06,64,1,2,15,17,68.8,31.5,synthetic_ng_v1
NGA-014829,2022-07,61,1,2,15,22,48.8,29.8,synthetic_ng_v1
NGA-014829,2022-08,60,1,2,15,24,72.3,30.3,synthetic_ng_v1
NGA-014829,2022-09,40,1,2,15,17,34.2,31.0,synthetic_ng_v1
NGA-014829,2022-10,41,1,2,15,22,65.6,28.1,synthetic_ng_v1
NGA-014829,2022-11,45,1,2,15,24,29.2,30.4,synthetic_ng_v1
NGA-014829,2022-12,50,1,2,15,24,29.3,30.7,synthetic_ng_v1
NGA-014829,2023-01,51,1,2,15,29,47.4,29.8,synthetic_ng_v1
NGA-014829,2023-02,63,1,2,15,17,46.4,31.5,synthetic_ng_v1
NGA-014829,2023-03,64,1,2,15,22,26.4,28.0,synthetic_ng_v1
NGA-014829,2023-04,69,1,2,15,23,12.5,30.1,synthetic_ng_v1
NGA-014829,2023-05,63,1,2,15,25,26.5,32.4,synthetic_ng_v1
NGA-014829,2023-06,60,1,2,15,23,110.2,33.8,synthetic_ng_v1
NGA-014829,2023-07,67,1,2,15,18,84.9,27.2,synthetic_ng_v1
NGA-014829,2023-08,50,1,2,15,30,89.2,28.3,synthetic_ng_v1
NGA-014829,2023-09,51,1,2,15,30,90.6,28.4,synthetic_ng_v1
NGA-014829,2023-10,47,1,2,15,30,31.7,26.4,synthetic_ng_v1
NGA-014829,2023-11,40,1,2,15,21,43.2,30.0,synthetic_ng_v1
NGA-014829,2023-12,60,1,2,15,25,32.6,29.5,synthetic_ng_v1
NGA-014829,2024-01,46,1,2,15,22,45.7,31.7,synthetic_ng_v1
NGA-014829,2024-02,58,1,2,15,23,31.8,28.5,synthetic_ng_v1
NGA-014829,2024-03,61,1,2,15,23,10.8,32.5,synthetic_ng_v1
NGA-014829,2024-04,58,1,2,15,20,19.4,29.0,synthetic_ng_v1
NGA-014829,2024-05,61,1,2,15,26,38.4,29.1,synthetic_ng_v1
NGA-014829,2024-06,60,1,2,15,25,75.4,30.2,synthetic_ng_v1
NGA-014829,2024-07,54,1,2,15,24,99.0,27.6,synthetic_ng_v1
NGA-014829,2024-08,62,1,2,15,26,68.4,31.8,synthetic_ng_v1
NGA-014829,2024-09,52,1,2,15,21,62.9,31.8,synthetic_ng_v1
NGA-014829,2024-10,54,1,2,15,21,38.0,31.7,synthetic_ng_v1
NGA-014829,2024-11,49,1,2,15,20,39.5,30.7,synthetic_ng_v1
NGA-014829,2024-12,43,1,2,15,20,34.6,30.7,synthetic_ng_v1
NGA-024111,2020-01,46,1,4,14,27,4.0,31.5,synthetic_ng_v1
NGA-024111,2020-02,63,1,4,14,28,37.1,29.2,synthetic_ng_v1
NGA-024111,2020-03,71,1,4,14,21,44.2,29.1,synthetic_ng_v1
NGA-024111,2020-04,63,1,4,14,28,52.2,27.5,synthetic_ng_v1
NGA-024111,2020-05,59,1,4,14,26,1.0,30.0,synthetic_ng_v1
NGA-024111,2020-06,76,1,4,14,21,12.5,29.0,synthetic_ng_v1
NGA-024111,2020-07,73,1,4,14,24,72.4,31.5,synthetic_ng_v1
NGA-024111,2020-08,65,1,4,14,17,45.2,29.8,synthetic_ng_v1
NGA-024111,2020-09,50,1,4,14,23,105.4,31.7,synthetic_ng_v1
NGA-024111,2020-10,51,1,4,14,27,34.7,28.6,synthetic_ng_v1
NGA-024111,2020-11,60,1,4,14,27,29.3,34.3,synthetic_ng_v1
NGA-024111,2020-12,61,1,4,14,28,28.3,27.8,synthetic_ng_v1
NGA-024111,2021-01,59,1,4,14,20,16.7,29.0,synthetic_ng_v1
NGA-024111,2021-02,54,1,4,14,22,52.3,29.3,synthetic_ng_v1
NGA-024111,2021-03,72,1,4,14,25,21.7,33.0,synthetic_ng_v1
NGA-024111,2021-04,70,1,4,14,24,30.5,29.5,synthetic_ng_v1
NGA-024111,2021-05,63,1,4,14,23,56.6,28.7,synthetic_ng_v1
NGA-024111,2021-06,73,1,4,14,30,13.0,31.8,synthetic_ng_v1
NGA-024111,2021-07,69,1,4,14,25,78.9,33.7,synthetic_ng_v1
NGA-024111,2021-08,65,1,4,14,23,76.2,30.6,synthetic_ng_v1
NGA-024111,2021-09,60,1,4,14,20,39.3,30.8,synthetic_ng_v1
NGA-024111,2021-10,58,1,4,14,28,71.9,31.4,synthetic_ng_v1
NGA-024111,2021-11,44,1,4,14,25,1.1,29.7,synthetic_ng_v1
NGA-024111,2021-12,48,1,4,14,19,31.7,29.8,synthetic_ng_v1
NGA-024111,2022-01,62,1,4,14,25,56.1,22.8,synthetic_ng_v1
NGA-024111,2022-02,60,1,4,14,22,35.6,32.8,synthetic_ng_v1
NGA-024111,2022-03,66,1,4,14,21,35.9,29.2,synthetic_ng_v1
NGA-024111,2022-04,70,1,4,14,19,24.1,28.3,synthetic_ng_v1
NGA-024111,2022-05,68,1,4,14,19,21.0,27.5,synthetic_ng_v1
NGA-024111,2022-06,71,1,4,14,24,92.1,31.5,synthetic_ng_v1
NGA-024111,2022-07,61,1,4,14,25,70.4,30.9,synthetic_ng_v1
NGA-024111,2022-08,66,1,4,14,24,39.7,32.7,synthetic_ng_v1
NGA-024111,2022-09,61,1,4,14,18,39.0,29.2,synthetic_ng_v1
NGA-024111,2022-10,57,1,4,14,30,26.8,28.9,synthetic_ng_v1
NGA-024111,2022-11,59,1,4,14,16,45.8,27.6,synthetic_ng_v1
NGA-024111,2022-12,48,1,4,14,20,2.4,29.0,synthetic_ng_v1
NGA-024111,2023-01,58,1,4,14,19,29.4,27.9,synthetic_ng_v1
NGA-024111,2023-02,67,1,4,14,24,52.0,26.5,synthetic_ng_v1
NGA-024111,2023-03,71,1,4,14,21,42.7,29.6,synthetic_ng_v1
NGA-024111,2023-04,68,1,4,14,23,41.0,26.2,synthetic_ng_v1
NGA-024111,2023-05,63,1,4,14,25,19.6,29.5,synthetic_ng_v1
NGA-024111,2023-06,72,1,4,14,19,79.0,28.0,synthetic_ng_v1
NGA-024111,2023-07,64,1,4,14,27,107.2,27.6,synthetic_ng_v1
NGA-024111,2023-08,52,1,4,14,26,5.6,27.1,synthetic_ng_v1
NGA-024111,2023-09,59,1,4,14,25,53.4,29.8,synthetic_ng_v1
NGA-024111,2023-10,56,1,4,14,24,59.5,28.4,synthetic_ng_v1
NGA-024111,2023-11,58,1,4,14,22,46.7,32.1,synthetic_ng_v1
NGA-024111,2023-12,58,1,4,14,26,22.1,29.8,synthetic_ng_v1
NGA-024111,2024-01,59,1,4,14,23,44.6,30.2,synthetic_ng_v1
NGA-024111,2024-02,57,1,4,14,25,68.8,31.7,synthetic_ng_v1
NGA-024111,2024-03,62,1,4,14,27,23.3,29.4,synthetic_ng_v1
NGA-024111,2024-04,67,1,4,14,25,45.6,30.2,synthetic_ng_v1
NGA-024111,2024-05,67,1,4,14,26,27.1,28.1,synthetic_ng_v1
NGA-024111,2024-06,67,1,4,14,30,39.7,30.4,synthetic_ng_v1
NGA-024111,2024-07,69,1,4,14,22,121.6,24.8,synthetic_ng_v1
NGA-024111,2024-08,65,1,4,14,23,72.5,28.7,synthetic_ng_v1
NGA-024111,2024-09,57,1,4,14,21,136.3,32.1,synthetic_ng_v1
NGA-024111,2024-10,52,1,4,14,23,32.6,28.3,synthetic_ng_v1
NGA-024111,2024-11,51,1,4,14,25,18.0,31.7,synthetic_ng_v1
NGA-024111,2024-12,56,1,4,14,21,38.2,28.1,synthetic_ng_v1
NGA-038778,2020-01,61,1,7,11,25,43.1,29.0,synthetic_ng_v1
NGA-038778,2020-02,72,1,7,11,25,21.0,29.7,synthetic_ng_v1
NGA-038778,2020-03,62,1,7,11,24,10.6,30.3,synthetic_ng_v1
NGA-038778,2020-04,64,1,7,11,29,23.9,31.0,synthetic_ng_v1
NGA-038778,2020-05,71,1,7,11,29,50.7,26.2,synthetic_ng_v1
NGA-038778,2020-06,77,1,7,11,20,50.6,30.7,synthetic_ng_v1
NGA-038778,2020-07,71,1,7,11,20,68.3,22.4,synthetic_ng_v1
NGA-038778,2020-08,61,1,7,11,28,104.0,30.7,synthetic_ng_v1
NGA-038778,2020-09,68,1,7,11,17,93.8,31.5,synthetic_ng_v1
NGA-038778,2020-10,53,1,7,11,22,40.9,29.4,synthetic_ng_v1
NGA-038778,2020-11,59,1,7,11,26,45.5,30.6,synthetic_ng_v1
NGA-038778,2020-12,61,1,7,11,28,39.1,29.4,synthetic_ng_v1
NGA-038778,2021-01,51,1,7,11,16,38.6,29.7,synthetic_ng_v1
NGA-038778,2021-02,66,1,7,11,21,30.5,32.5,synthetic_ng_v1
NGA-038778,2021-03,74,1,7,11,20,21.4,27.4,synthetic_ng_v1
NGA-038778,2021-04,75,1,7,11,21,28.6,28.9,synthetic_ng_v1
NGA-038778,2021-05,72,1,7,11,20,41.9,26.3,synthetic_ng_v1
NGA-038778,2021-06,66,1,7,11,27,85.2,30.3,synthetic_ng_v1
NGA-038778,2021-07,70,1,7,11,24,84.5,34.1,synthetic_ng_v1
NGA-038778,2021-08,66,1,7,11,20,87.6,28.9,synthetic_ng_v1
NGA-038778,2021-09,54,1,7,11,26,22.4,30.8,synthetic_ng_v1
NGA-038778,2021-10,64,1,7,11,29,38.4,29.6,synthetic_ng_v1
NGA-038778,2021-11,60,1,7,11,22,48.6,32.4,synthetic_ng_v1
NGA-038778,2021-12,57,1,7,11,24,32.2,28.0,synthetic_ng_v1
NGA-038778,2022-01,66,1,7,11,24,33.0,29.9,synthetic_ng_v1
NGA-038778,2022-02,75,1,7,11,26,27.2,27.4,synthetic_ng_v1
NGA-038778,2022-03,74,1,7,11,23,41.4,27.7,synthetic_ng_v1
NGA-038778,2022-04,81,1,7,11,23,20.0,28.5,synthetic_ng_v1
NGA-038778,2022-05,69,1,7,11,23,39.4,28.9,synthetic_ng_v1
NGA-038778,2022-06,82,1,7,11,16,59.6,31.4,synthetic_ng_v1
NGA-038778,2022-07,76,1,7,11,20,137.7,30.3,synthetic_ng_v1
NGA-038778,2022-08,63,1,7,11,20,80.3,28.9,synthetic_ng_v1
NGA-038778,2022-09,65,1,7,11,25,77.8,31.8,synthetic_ng_v1
NGA-038778,2022-10,67,1,7,11,23,31.0,31.7,synthetic_ng_v1
NGA-038778,2022-11,64,1,7,11,30,26.2,30.8,synthetic_ng_v1
NGA-038778,2022-12,57,1,7,11,24,47.2,30.6,synthetic_ng_v1
NGA-038778,2023-01,54,1,7,11,26,27.6,26.9,synthetic_ng_v1
NGA-038778,2023-02,78,1,7,11,20,45.8,29.4,synthetic_ng_v1
NGA-038778,2023-03,74,1,7,11,21,14.3,28.7,synthetic_ng_v1
NGA-038778,2023-04,98,1,7,11,18,26.8,32.9,synthetic_ng_v1
NGA-038778,2023-05,72,1,7,11,28,20.1,35.9,synthetic_ng_v1
NGA-038778,2023-06,70,1,7,11,25,78.8,29.2,synthetic_ng_v1
NGA-038778,2023-07,72,1,7,11,20,93.3,30.4,synthetic_ng_v1
NGA-038778,2023-08,68,1,7,11,22,83.0,28.6,synthetic_ng_v1
NGA-038778,2023-09,68,1,7,11,27,104.7,29.7,synthetic_ng_v1
NGA-038778,2023-10,62,1,7,11,20,55.5,30.8,synthetic_ng_v1
NGA-038778,2023-11,56,1,7,11,21,33.1,31.0,synthetic_ng_v1
NGA-038778,2023-12,52,1,7,11,21,25.5,27.4,synthetic_ng_v1
NGA-038778,2024-01,61,1,7,11,21,44.5,27.9,synthetic_ng_v1
NGA-038778,2024-02,62,1,7,11,18,63.2,28.6,synthetic_ng_v1
NGA-038778,2024-03,78,1,7,11,30,23.1,28.7,synthetic_ng_v1
NGA-038778,2024-04,71,1,7,11,21,31.3,33.7,synthetic_ng_v1
NGA-038778,2024-05,82,1,7,11,23,28.9,32.1,synthetic_ng_v1
NGA-038778,2024-06,64,1,7,11,16,85.0,31.8,synthetic_ng_v1
NGA-038778,2024-07,77,1,7,11,17,22.0,29.1,synthetic_ng_v1
NGA-038778,2024-08,70,1,7,11,22,66.0,31.2,synthetic_ng_v1
NGA-038778,2024-09,65,1,7,11,26,13.0,29.9,synthetic_ng_v1
NGA-038778,2024-10,56,1,7,11,28,31.2,26.6,synthetic_ng_v1
NGA-038778,2024-11,56,1,7,11,24,31.4,34.4,synthetic_ng_v1
NGA-038778,2024-12,60,1,7,11,20,27.3,31.3,synthetic_ng_v1
NGA-042515,2020-01,49,1,2,6,27,52.5,29.8,synthetic_ng_v1
NGA-042515,2020-02,58,1,2,6,25,25.7,26.7,synthetic_ng_v1
NGA-042515,2020-03,56,1,2,6,30,50.7,31.8,synthetic_ng_v1
NGA-042515,2020-04,55,1,2,6,27,41.3,28.6,synthetic_ng_v1
NGA-042515,2020-05,65,1,2,6,27,49.7,28.5,synthetic_ng_v1
NGA-042515,2020-06,61,1,2,6,24,25.4,27.3,synthetic_ng_v1
NGA-042515,2020-07,58,1,2,6,20,63.2,29.0,synthetic_ng_v1
NGA-042515,2020-08,51,1,2,6,21,43.1,30.7,synthetic_ng_v1
NGA-042515,2020-09,46,1,2,6,20,108.5,31.9,synthetic_ng_v1
NGA-042515,2020-10,48,1,2,6,29,47.7,27.1,synthetic_ng_v1
NGA-042515,2020-11,37,1,2,6,29,27.3,30.0,synthetic_ng_v1
NGA-042515,2020-12,46,1,2,6,22,51.4,32.4,synthetic_ng_v1
NGA-042515,2021-01,50,1,2,6,21,38.0,31.5,synthetic_ng_v1
NGA-042515,2021-02,53,1,2,6,30,34.5,31.4,synthetic_ng_v1
NGA-042515,2021-03,54,1,2,6,22,37.2,28.5,synthetic_ng_v1
NGA-042515,2021-04,60,1,2,6,25,13.0,32.4,synthetic_ng_v1
NGA-042515,2021-05,59,1,2,6,19,22.9,29.9,synthetic_ng_v1
NGA-042515,2021-06,58,1,2,6,20,82.0,28.9,synthetic_ng_v1
NGA-042515,2021-07,60,1,2,6,17,96.4,30.4,synthetic_ng_v1
NGA-042515,2021-08,53,1,2,6,30,88.3,30.4,synthetic_ng_v1
NGA-042515,2021-09,50,1,2,6,27,84.9,30.9,synthetic_ng_v1
NGA-042515,2021-10,53,1,2,6,27,26.3,31.9,synthetic_ng_v1
NGA-042515,2021-11,48,1,2,6,24,42.2,26.7,synthetic_ng_v1
NGA-042515,2021-12,36,1,2,6,26,54.4,32.1,synthetic_ng_v1
NGA-042515,2022-01,50,1,2,6,22,23.6,29.3,synthetic_ng_v1
NGA-042515,2022-02,52,1,2,6,20,58.2,31.6,synthetic_ng_v1
NGA-042515,2022-03,64,1,2,6,27,22.2,29.8,synthetic_ng_v1
NGA-042515,2022-04,52,1,2,6,30,30.4,29.9,synthetic_ng_v1
NGA-042515,2022-05,59,1,2,6,22,45.6,31.1,synthetic_ng_v1
NGA-042515,2022-06,56,1,2,6,21,84.6,29.4,synthetic_ng_v1
NGA-042515,2022-07,61,1,2,6,24,127.9,29.1,synthetic_ng_v1
NGA-042515,2022-08,49,1,2,6,26,65.7,30.1,synthetic_ng_v1
NGA-042515,2022-09,48,1,2,6,30,25.9,28.5,synthetic_ng_v1
NGA-042515,2022-10,45,1,2,6,29,38.0,27.3,synthetic_ng_v1
NGA-042515,2022-11,50,1,2,6,30,29.2,29.7,synthetic_ng_v1
NGA-042515,2022-12,43,1,2,6,29,33.6,24.2,synthetic_ng_v1
NGA-042515,2023-01,49,1,2,6,29,23.2,28.5,synthetic_ng_v1
NGA-042515,2023-02,58,1,2,6,20,13.2,29.6,synthetic_ng_v1
NGA-042515,2023-03,59,1,2,6,23,30.2,26.9,synthetic_ng_v1
NGA-042515,2023-04,58,1,2,6,25,17.2,26.1,synthetic_ng_v1
NGA-042515,2023-05,59,1,2,6,16,32.8,31.5,synthetic_ng_v1
NGA-042515,2023-06,57,1,2,6,18,91.9,29.6,synthetic_ng_v1
NGA-042515,2023-07,57,1,2,6,25,58.5,26.8,synthetic_ng_v1
NGA-042515,2023-08,61,1,2,6,21,52.7,32.0,synthetic_ng_v1
NGA-042515,2023-09,51,1,2,6,20,63.9,28.1,synthetic_ng_v1
NGA-042515,2023-10,45,1,2,6,22,19.9,30.3,synthetic_ng_v1
NGA-042515,2023-11,49,1,2,6,21,35.4,32.0,synthetic_ng_v1
NGA-042515,2023-12,51,1,2,6,26,42.7,27.6,synthetic_ng_v1
NGA-042515,2024-01,49,1,2,6,19,50.5,27.8,synthetic_ng_v1
NGA-042515,2024-02,58,1,2,6,22,34.3,30.0,synthetic_ng_v1
NGA-042515,2024-03,56,1,2,6,29,0.0,31.3,synthetic_ng_v1
NGA-042515,2024-04,61,1,2,6,24,39.0,33.4,synthetic_ng_v1
NGA-042515,2024-05,57,1,2,6,19,63.6,34.1,synthetic_ng_v1
NGA-042515,2024-06,47,1,2,6,26,98.8,31.0,synthetic_ng_v1
NGA-042515,2024-07,58,1,2,6,27,13.4,33.6,synthetic_ng_v1
NGA-042515,2024-08,46,1,2,6,26,34.7,29.2,synthetic_ng_v1
NGA-042515,2024-09,48,1,2,6,26,50.8,30.8,synthetic_ng_v1
NGA-042515,2024-10,55,1,2,6,16,50.7,31.9,synthetic_ng_v1
NGA-042515,2024-11,52,1,2,6,23,53.5,30.4,synthetic_ng_v1
NGA-042515,2024-12,36,1,2,6,30,44.0,29.5,synthetic_ng_v1
NGA-022093,2020-01,44,0,2,11,23,26.0,30.9,synthetic_ng_v1
NGA-022093,2020-02,38,0,2,11,28,15.1,29.5,synthetic_ng_v1
NGA-022093,2020-03,50,0,2,11,25,32.4,28.9,synthetic_ng_v1
NGA-022093,2020-04,48,0,2,11,24,37.5,29.4,synthetic_ng_v1
NGA-022093,2020-05,49,0,2,11,19,35.5,32.9,synthetic_ng_v1
NGA-022093,2020-06,42,0,2,11,24,43.7,33.9,synthetic_ng_v1
NGA-022093,2020-07,49,0,2,11,21,65.0,27.1,synthetic_ng_v1
NGA-022093,2020-08,46,0,2,11,23,112.8,32.2,synthetic_ng_v1
NGA-022093,2020-09,48,0,2,11,21,96.3,34.5,synthetic_ng_v1
NGA-022093,2020-10,34,0,2,11,21,19.6,32.4,synthetic_ng_v1
NGA-022093,2020-11,45,0,2,11,25,31.7,28.4,synthetic_ng_v1
NGA-022093,2020-12,42,0,2,11,19,4.3,29.7,synthetic_ng_v1
NGA-022093,2021-01,32,0,2,11,21,57.3,29.7,synthetic_ng_v1
NGA-022093,2021-02,49,0,2,11,16,65.2,32.6,synthetic_ng_v1
NGA-022093,2021-03,38,0,2,11,19,19.3,29.0,synthetic_ng_v1
NGA-022093,2021-04,53,0,2,11,20,35.3,33.8,synthetic_ng_v1
NGA-022093,2021-05,52,0,2,11,30,51.7,31.4,synthetic_ng_v1
NGA-022093,2021-06,56,0,2,11,26,126.1,27.7,synthetic_ng_v1
NGA-022093,2021-07,42,0,2,11,18,48.8,23.0,synthetic_ng_v1
NGA-022093,2021-08,40,0,2,11,24,88.8,28.9,synthetic_ng_v1
NGA-022093,2021-09,45,0,2,11,21,68.1,29.9,synthetic_ng_v1
NGA-022093,2021-10,31,0,2,11,24,56.7,27.7,synthetic_ng_v1
NGA-022093,2021-11,37,0,2,11,30,9.7,32.1,synthetic_ng_v1
NGA-022093,2021-12,46,0,2,11,23,63.5,28.7,synthetic_ng_v1
NGA-022093,2022-01,36,0,2,11,22,22.3,31.8,synthetic_ng_v1
NGA-022093,2022-02,47,0,2,11,29,28.4,25.7,synthetic_ng_v1
NGA-022093,2022-03,52,0,2,11,25,33.8,28.6,synthetic_ng_v1
NGA-022093,2022-04,48,0,2,11,25,31.9,31.9,synthetic_ng_v1
NGA-022093,2022-05,47,0,2,11,18,49.7,29.0,synthetic_ng_v1
NGA-022093,2022-06,51,0,2,11,28,73.1,29.6,synthetic_ng_v1
NGA-022093,2022-07,48,0,2,11,24,68.5,30.0,synthetic_ng_v1
NGA-022093,2022-08,39,0,2,11,18,73.6,29.7,synthetic_ng_v1
NGA-022093,2022-09,38,0,2,11,18,80.3,30.4,synthetic_ng_v1
NGA-022093,2022-10,40,0,2,11,25,22.1,32.7,synthetic_ng_v1
NGA-022093,2022-11,41,0,2,11,22,35.0,28.7,synthetic_ng_v1
NGA-022093,2022-12,39,0,2,11,24,32.1,31.0,synthetic_ng_v1
NGA-022093,2023-01,45,0,2,11,22,41.2,28.9,synthetic_ng_v1
NGA-022093,2023-02,42,0,2,11,12,63.4,31.8,synthetic_ng_v1
NGA-022093,2023-03,46,0,2,11,19,37.7,27.8,synthetic_ng_v1
NGA-022093,2023-04,46,0,2,11,22,41.2,31.2,synthetic_ng_v1
NGA-022093,2023-05,52,0,2,11,25,23.3,31.0,synthetic_ng_v1
NGA-022093,2023-06,53,0,2,11,22,75.9,27.4,synthetic_ng_v1
NGA-022093,2023-07,56,0,2,11,25,19.9,29.8,synthetic_ng_v1
NGA-022093,2023-08,40,0,2,11,30,54.0,29.8,synthetic_ng_v1
NGA-022093,2023-09,43,0,2,11,23,104.2,30.8,synthetic_ng_v1
NGA-022093,2023-10,36,0,2,11,15,33.8,34.5,synthetic_ng_v1
NGA-022093,2023-11,36,0,2,11,28,32.2,29.7,synthetic_ng_v1
NGA-022093,2023-12,37,0,2,11,27,43.4,30.5,synthetic_ng_v1
NGA-022093,2024-01,48,0,2,11,20,40.8,29.8,synthetic_ng_v1
NGA-022093,2024-02,48,0,2,11,20,24.6,29.0,synthetic_ng_v1
NGA-022093,2024-03,46,0,2,11,26,28.8,33.0,synthetic_ng_v1
NGA-022093,2024-04,48,0,2,11,26,22.4,29.8,synthetic_ng_v1
NGA-022093,2024-05,47,0,2,11,30,33.9,28.0,synthetic_ng_v1
NGA-022093,2024-06,58,0,2,11,22,30.8,27.8,synthetic_ng_v1
NGA-022093,2024-07,50,0,2,11,27,66.9,29.3,synthetic_ng_v1
